Name,Year_of_Release,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,is_multiplatform
Lethal Skies II,2003,PS2,Simulation,Sammy Corporation,"Asmik Ace Entertainment, Inc",0.08,0.06,0.0,0.02,0.16,False
Let's Ride: Sunshine Stables,2005,GBA,Sports,DTP Entertainment,,0.12,0.04,0.0,0.0,0.16,False
Solitaire Overload Plus,2010,DS,Misc,Telegames,Telegames,0.15,0.0,0.0,0.01,0.16,False
Let's Play Ballerina,2010,"DS, Wii",Sports,Deep Silver,ZigZagIsland,0.15,0.0,0.0,0.01,0.16,True
LEGO Soccer Mania,2002,"GBA, PS2",Sports,Electronic Arts,Silicon Dreams,0.1,0.05,0.0,0.01,0.16,True
F1 Championship Season 2000,2000,PS2,Racing,Electronic Arts,EA Sports,0.06,0.05,0.03,0.02,0.16,False
Wildstar,2014,PC,Role-Playing,NCSoft,Carbine Studios,0.08,0.07,0.0,0.01,0.16,False
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,2009,PSP,Sports,Sega,,0.0,0.0,0.16,0.0,0.16,False
FIFA Soccer 96,1995,PS,Sports,Electronic Arts,,0.09,0.06,0.0,0.01,0.16,False
FIFA Soccer 97,1996,PS,Sports,Electronic Arts,,0.09,0.06,0.0,0.01,0.16,False
Wing Commander III: Heart of the Tiger,1996,PS,Action,Electronic Arts,,0.09,0.06,0.0,0.01,0.16,False
J-League Jikkyou Winning Eleven 2000,2000,PS,Sports,Konami Digital Entertainment,,0.0,0.0,0.15,0.01,0.16,False
Phantasy Star Online 2,2013,PSV,Role-Playing,Sega,,0.0,0.0,0.16,0.0,0.16,False
Return to PopoloCrois: A Story of Seasons Fairytale,2015,3DS,Simulation,Marvelous Entertainment,Marvelous Inc.,0.05,0.0,0.1,0.01,0.16,False
Family Feud Decades,2010,Wii,Misc,Ubisoft,Ludia,0.15,0.0,0.0,0.01,0.16,False
Left Brain Right Brain: Use Both Hands Train Both Sides,2007,DS,Misc,505 Games,,0.15,0.0,0.0,0.01,0.16,False
International Superstar Soccer Deluxe,1995,SNES,Sports,Konami Digital Entertainment,,0.0,0.0,0.16,0.0,0.16,False
Family Party: 30 Great Games Outdoor Fun,2009,Wii,Misc,D3Publisher,Tamsoft,0.14,0.01,0.0,0.01,0.16,False
Innocent Life: A Futuristic Harvest Moon,2006,PSP,Simulation,Rising Star Games,ArtePiazza,0.08,0.03,0.03,0.02,0.16,False
Battle Soccer: Field no Hasha,1992,SNES,Sports,Banpresto,,0.0,0.0,0.16,0.0,0.16,False
Yu-Gi-Oh! 5D's: Duel Transer,2010,Wii,Strategy,Konami Digital Entertainment,,0.11,0.02,0.02,0.01,0.16,False
Hysteria Hospital: Emergency Ward,2009,"DS, Wii",Action,Oxygen Interactive,Gameinvest,0.15000000000000002,0.0,0.0,0.01,0.16,True
Alien Resurrection,2000,PS,Shooter,Fox Interactive,Argonaut Games,0.09,0.06,0.0,0.01,0.16,False
San Goku Shi Taisen DS,2007,DS,Strategy,Sega,,0.0,0.0,0.16,0.0,0.16,False
Guilty Gear Judgment,2006,PSP,Fighting,Majesco Entertainment,Arc System Works,0.13,0.0,0.02,0.01,0.16,False
Rondo of Swords (US sales),2007,DS,Role-Playing,Success,,0.16,0.0,0.0,0.0,0.16,False
Arslan: The Warriors of Legend,2015,"PS3, PS4, XOne",Action,Tecmo Koei,Omega Force,0.04,0.01,0.09,0.01,0.16,True
Around the World in 80 Days,2010,DS,Action,PlayV,,0.0,0.14,0.0,0.02,0.16,False
Harvest Moon: The Lost Valley,2014,3DS,Simulation,Natsume,,0.13,0.01,0.0,0.02,0.16,False
Magic: The Gathering - Battlegrounds,2003,XB,Strategy,Atari,,0.12,0.03,0.0,0.01,0.16,False
Dewy's Adventure,2007,Wii,Platform,Konami Digital Entertainment,Konami,0.14,0.0,0.01,0.01,0.16,False
Hannah Montana: Rock Out the Show,2009,PSP,Misc,Disney Interactive Studios,,0.13,0.01,0.0,0.02,0.16,False
Street Racer,1996,PS,Racing,Ubisoft,,0.09,0.06,0.0,0.01,0.16,False
Hamster Heroes,2008,Wii,Puzzle,Popcorn Arcade,,0.16,0.0,0.0,0.0,0.16,False
Aliens: Infestation,2011,DS,Action,Sega,"Gearbox Software, WayForward",0.09,0.05,0.0,0.02,0.16,False
Arcana Heart,2007,PS2,Fighting,AQ Interactive,Examu,0.06,0.05,0.04,0.02,0.16,False
Halo Triple Pack,2005,XB,Shooter,Microsoft Game Studios,,0.12,0.03,0.0,0.01,0.16,False
Star Wars: Super Bombad Racing,2001,PS2,Racing,LucasArts,Lucas Learning,0.08,0.06,0.0,0.02,0.16,False
StarBlade α,1995,PS,Shooter,Sony Computer Entertainment,,0.0,0.0,0.15,0.01,0.16,False
Starcraft 64,2000,N64,Strategy,Nintendo,,0.13,0.03,0.0,0.0,0.16,False
MXGP 2,2016,"PC, PS4, XOne",Racing,Milestone S.r.l.,,0.05,0.08,0.0,0.02,0.16,True
PoPoLoCrois: Hajimari no Bouken,2002,PS2,Role-Playing,Sony Computer Entertainment,,0.0,0.0,0.16,0.0,0.16,False
Steins;Gate: Hiyoku Renri no Darling,2011,"PS3, PSP, X360",Adventure,5pb,,0.0,0.0,0.16,0.0,0.16,True
Amped 3,2005,X360,Sports,Take-Two Interactive,2K Sports,0.13,0.02,0.0,0.01,0.16,False
He-Man: Power of Grayskull,2002,GBA,Action,TDK Mediactive,Taniko,0.11,0.04,0.0,0.0,0.16,False
Spyro: Shadow Legacy,2005,DS,Action,Vivendi Games,Amaze Entertainment,0.14,0.01,0.0,0.01,0.16,False
Summon Night EX-Thesis: Yoake no Tsubasa,2005,PS2,Role-Playing,Banpresto,,0.0,0.0,0.16,0.0,0.16,False
Space Invaders,1999,N64,Shooter,Activision,,0.13,0.03,0.0,0.0,0.16,False
Otogirisou,1992,SNES,Adventure,ChunSoft,,0.0,0.0,0.16,0.0,0.16,False
"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009,X360,Sports,Aspyr,,0.15,0.0,0.0,0.01,0.16,False
All Kamen Rider: Rider Generation 2,2012,"DS, PSP",Action,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,True
World Stadium 4,2000,PS,Sports,Namco Bandai Games,,0.0,0.0,0.15,0.01,0.16,False
Speed Kings,2003,"GC, PS2, XB",Racing,Acclaim Entertainment,Climax Group,0.09999999999999999,0.05,0.0,0.01,0.16,True
Lost Heroes,2012,"3DS, PSP",Role-Playing,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,True
Spider-Man: Web of Shadows - Amazing Allies Edition,2008,PSP,Action,Activision,,0.12,0.02,0.0,0.02,0.16,False
World Tour Soccer 2005,2004,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,0.08,0.06,0.0,0.02,0.16,False
SpongeBob SquarePants: Plankton's Robotic Revenge,2013,"3DS, WiiU, X360",Shooter,Activision,Behaviour Interactive,0.04,0.11,0.0,0.0,0.16,True
Alone in the Dark: The New Nightmare,,PS,Adventure,Infogrames,Darkworks,0.09,0.06,0.0,0.01,0.16,False
Lucha Libre AAA: Heroes del Ring,2010,"PS3, X360",Fighting,Konami Digital Entertainment,Immersion Software & Graphics,0.15000000000000002,0.0,0.0,0.01,0.16,True
Marble Saga: Kororinpa,2009,Wii,Puzzle,Konami Digital Entertainment,Hudson Entertainment,0.09,0.05,0.0,0.01,0.16,False
Rodea the Sky Soldier,2015,"3DS, WiiU",Action,Nippon Ichi Software,"Prope, Kadokawa",0.11,0.02,0.01,0.01,0.16,True
Godzilla Unleashed,2007,Wii,Fighting,Atari,"Pipeworks Software, Inc.",0.14,0.0,0.0,0.01,0.16,False
SD Gundam G Generation 3D,2011,3DS,Role-Playing,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,False
Asteroids Hyper 64,1999,N64,Shooter,Crave Entertainment,,0.13,0.03,0.0,0.0,0.16,False
F-Zero: GP Legend,2003,GBA,Racing,Nintendo,Suzak,0.11,0.04,0.0,0.0,0.16,False
Macross Ace Frontier,2008,PSP,Simulation,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,False
Disney's American Dragon Jake Long: Attack of the Dark Dragon,2006,DS,Action,Disney Interactive Studios,WayForward,0.15,0.0,0.0,0.01,0.16,False
Senran Kagura: Sh?jo-tachi no Shinei,2011,3DS,Action,Marvelous Interactive,,0.0,0.0,0.16,0.0,0.16,False
Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001,N64,Sports,Konami Digital Entertainment,,0.0,0.0,0.12,0.04,0.16,False
Disney Friends,2007,DS,Simulation,Disney Interactive Studios,"Amaze Entertainment, Walt Disney Japan",0.12,0.03,0.0,0.01,0.16,False
ESPN College Hoops,2003,PS2,Sports,Sega,Visual Concepts,0.08,0.06,0.0,0.02,0.16,False
Konami Krazy Racers,2001,GBA,Racing,Konami Digital Entertainment,KCEK,0.09,0.03,0.04,0.0,0.16,False
Power Stakes,1997,PS,Sports,Aques,,0.0,0.0,0.15,0.01,0.16,False
Zoo Hospital,2008,Wii,Simulation,Majesco Entertainment,Torus Games,0.14,0.01,0.0,0.01,0.16,False
SimEarth: The Living Planet,1991,SNES,Simulation,Imagineer,,0.0,0.0,0.16,0.0,0.16,False
The Sims 3: Seasons,2012,PC,Simulation,Electronic Arts,The Sims Studio,0.0,0.13,0.0,0.02,0.16,False
Silent Scope 3,2002,PS2,Shooter,Konami Digital Entertainment,KCET,0.08,0.06,0.0,0.02,0.16,False
The Idolm@ster 2,2011,PS3,Misc,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,False
Blitz: The League,2006,X360,Sports,Midway Games,Midway,0.15,0.0,0.0,0.01,0.16,False
Power Rangers Double Pack,2005,GBA,Action,THQ,,0.11,0.04,0.0,0.0,0.16,False
Dungeon Siege: Throne of Agony,2006,PSP,Role-Playing,Take-Two Interactive,SuperVillain Studios,0.13,0.02,0.0,0.02,0.16,False
The Incredible Hulk: The Pantheon Saga,1996,PS,Action,Eidos Interactive,,0.09,0.06,0.0,0.01,0.16,False
Sherlock Holmes vs. Jack the Ripper,2009,X360,Adventure,Focus Home Interactive,Frogwares,0.11,0.03,0.0,0.01,0.16,False
Kamaitachi no Yoru × 3,2006,PS2,Adventure,Sega,,0.0,0.0,0.16,0.0,0.16,False
Knights Contract,2011,"PS3, X360",Action,Namco Bandai Games,Game Republic,0.09,0.06,0.0,0.02,0.16,True
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,"PS3, PSV",Adventure,ChunSoft,,0.0,0.0,0.16,0.0,0.16,True
Minna no DS Seminar: Kanpeki Kanji Ryoku,2006,DS,Misc,TDK Core,,0.0,0.0,0.16,0.0,0.16,False
Kawa no Nushi Tsuri,1998,PS,Sports,Victor Interactive,,0.0,0.0,0.15,0.01,0.16,False
Ready 2 Rumble Revolution,2009,Wii,Sports,Atari,10tacle Studios,0.15,0.0,0.0,0.01,0.16,False
Jurassic Park: The Game,,X360,Action,Unknown,Telltale Games,0.15,0.0,0.0,0.01,0.16,False
Easy Piano,2009,DS,Misc,Game Life,Game Life,0.04,0.11,0.0,0.02,0.16,False
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,1997,SNES,Sports,Konami Digital Entertainment,,0.0,0.0,0.16,0.0,0.16,False
Sid Meier's Civilization IV,2005,PC,Strategy,Take-Two Interactive,Firaxis Games,0.02,0.12,0.0,0.03,0.16,False
Doctor Lautrec and the Forgotten Knights,2011,3DS,Adventure,Konami Digital Entertainment,WinkySoft,0.07,0.05,0.03,0.01,0.16,False
Eve: The Lost One,1998,SAT,Adventure,Imagineer,,0.0,0.0,0.16,0.0,0.16,False
Kingdom Hearts: Birth by Sleep - Final Mix,2011,PSP,Role-Playing,Square Enix,,0.0,0.0,0.16,0.0,0.16,False
Saturday Night Slam Masters,1994,SNES,Fighting,Capcom,,0.0,0.0,0.16,0.0,0.16,False
Shadow Man: 2econd Coming,2002,PS2,Adventure,Acclaim Entertainment,Acclaim,0.08,0.06,0.0,0.02,0.16,False
The Wild Thornberrys: Chimp Chase,2001,GBA,Action,THQ,Helixe,0.11,0.04,0.0,0.0,0.16,False
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,PSP,Fighting,Atari,CyberConnect2,0.14,0.0,0.0,0.01,0.16,False
Kya: Dark Lineage,2003,PS2,Adventure,Atari,Eden Studios,0.08,0.06,0.0,0.02,0.16,False
Ener-G: Dance Squad,2008,DS,Sports,Ubisoft,Lexis Numerique,0.15,0.0,0.0,0.01,0.16,False
Ener-G Horse Riders,2008,DS,Sports,Ubisoft,Lexis Numerique,0.14,0.01,0.0,0.01,0.16,False
Pen 1 Grand Prix: Penguin no Mondai Special,2009,DS,Fighting,Konami Digital Entertainment,,0.0,0.0,0.16,0.0,0.16,False
.hack//G.U. Vol.2//Reminisce (jp sales),2006,PS2,Role-Playing,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,False
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,2008,PSP,Strategy,Namco Bandai Games,,0.0,0.0,0.16,0.0,0.16,False
Sengoku Basara: Chronicle Heroes,2011,PSP,Action,Capcom,,0.0,0.0,0.16,0.0,0.16,False
Watchmen: The End is Nigh - The Complete Experience,2009,PS3,Action,Warner Bros. Interactive Entertainment,,0.08,0.06,0.0,0.02,0.16,False
Dragon Ball: Origins 2,2010,DS,Action,Namco Bandai Games,Game Republic,0.05,0.01,0.08,0.01,0.16,False
Scarface: Money. Power. Respect.,2006,PSP,Strategy,Vivendi Games,Radical Entertainment,0.15,0.0,0.0,0.01,0.16,False
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998,PS,Misc,Syscom,,0.0,0.0,0.15,0.01,0.16,False
King's Field,1995,PS,Role-Playing,Sony Computer Entertainment,,0.09,0.06,0.0,0.01,0.16,False
NatGeo Challenge! Wild Life,2010,"PS3, Wii, X360",Misc,Black Bean Games,,0.08,0.05,0.0,0.01,0.16,True
Zoo Keeper,2004,DS,Puzzle,Ignition Entertainment,"Buddiez, Inc.",0.1,0.01,0.05,0.01,0.16,False
Klonoa,2008,Wii,Platform,Namco Bandai Games,Paon Corporation,0.1,0.02,0.03,0.01,0.16,False
Lost Dimension,2014,"PS3, PSV",Role-Playing,Nippon Ichi Software,FuRyu,0.08,0.02,0.02,0.03,0.15000000000000002,True
Dragon Slayer: The Legend of Heroes,1992,"GEN, SNES",Role-Playing,Epoch,,0.0,0.0,0.15000000000000002,0.0,0.15000000000000002,True
Totally Spies! Totally Party,2008,"PC, PS2, Wii",Misc,Ubisoft,,0.09999999999999999,0.04,0.0,0.01,0.15000000000000002,True
Little League World Series Baseball: Double Play,2010,"DS, Wii",Sports,Activision,Activision,0.14,0.0,0.0,0.02,0.15000000000000002,True
MLB Front Office Manager,2009,"PS3, X360",Sports,Take-Two Interactive,Blue Castle Games,0.13,0.0,0.0,0.02,0.15000000000000002,True
Bejeweled Twist,2008,"DS, PC",Puzzle,PopCap Games,Griptonite Games,0.01,0.12,0.0,0.02,0.15000000000000002,True
Guilty Gear Xrd -Revelator-,2016,"PS3, PS4",Fighting,PQube,,0.05,0.02,0.08,0.02,0.15000000000000002,True
Cabela's Alaskan Adventure,2006,"PS2, X360",Sports,Activision,FUN Labs,0.13,0.01,0.0,0.01,0.15,True
Courier Crisis,1997,PS,Racing,BMG Interactive Entertainment,,0.09,0.06,0.0,0.01,0.15,False
Gunslingers,2010,Wii,Shooter,Neko Entertainment,Neko Entertainment,0.07,0.06,0.0,0.02,0.15,False
Charm Girls Club: Pajama Party,2009,Wii,Misc,Electronic Arts,Electronic Arts,0.14,0.0,0.0,0.01,0.15,False
Kids Learn Math: A+ Edition,2011,DS,Misc,Unknown,,0.14,0.0,0.0,0.01,0.15,False
High Velocity Bowling,2010,PS3,Sports,Sony Computer Entertainment,SCEA,0.13,0.0,0.0,0.01,0.15,False
Cardinal Syn,1998,PS,Fighting,Sony Computer Entertainment,,0.08,0.06,0.0,0.01,0.15,False
Shadow Ops: Red Mercury,2004,XB,Shooter,Atari,Zombie,0.11,0.03,0.0,0.01,0.15,False
Kidou Senkan Nadesico,1997,SAT,Strategy,Sega,,0.0,0.0,0.15,0.0,0.15,False
Castlevania: Lords of Shadow - Mirror of Fate,2013,3DS,Action,Konami Digital Entertainment,,0.04,0.07,0.03,0.01,0.15,False
Shenmue II,2001,DC,Adventure,Sega,Sega AM2,0.0,0.0,0.15,0.0,0.15,False
Challenge Me: Brain Puzzles 2,2010,"DS, Wii",Puzzle,O-Games,O-Games,0.05,0.09,0.0,0.01,0.15,True
Lufia: Curse of the Sinistrals,2010,DS,Role-Playing,Square Enix,Neverland,0.11,0.0,0.03,0.01,0.15,False
eJay Clubworld,,PS2,Misc,Empire Interactive,UDS,0.07,0.06,0.0,0.02,0.15,False
Spongebob Squarepants / Fairly Odd Parents Double Pack,2005,GBA,Action,THQ,,0.11,0.04,0.0,0.0,0.15,False
Cartoon Network Collection: Game Boy Advance Video Special Edition,2005,GBA,Misc,,,0.11,0.04,0.0,0.0,0.15,False
Serious Sam,2002,XB,Shooter,Take-Two Interactive,Croteam,0.11,0.03,0.0,0.01,0.15,False
MTV Music Generator 2,2001,PS2,Misc,Codemasters,Jester Interactive,0.08,0.06,0.0,0.02,0.15,False
Star Trek: Voyager Elite Force,2001,PS2,Shooter,Codemasters,Pipe Dream Interactive,0.07,0.06,0.0,0.02,0.15,False
Shin Megami Tensei: Devil Summoner - Soul Hackers,1999,PS,Role-Playing,Atlus,,0.0,0.0,0.14,0.01,0.15,False
Shin Chan: ¡Aventuras de Cine!,2008,DS,Platform,505 Games,,0.0,0.0,0.15,0.0,0.15,False
Pac-Man Party 3D,2011,3DS,Misc,Namco Bandai Games,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,False
Toy Story Racer,2001,PS,Racing,Activision,Traveller's Tales,0.08,0.06,0.0,0.01,0.15,False
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011,PSP,Adventure,Banpresto,,0.0,0.0,0.15,0.0,0.15,False
Oreshika: Tainted Bloodlines,2014,PSV,Role-Playing,Sony Computer Entertainment,Alfa System,0.0,0.0,0.15,0.0,0.15,False
Sonic Advance & Sonic Pinball Party Combo Pack,2005,GBA,Misc,Sega,,0.1,0.04,0.0,0.0,0.15,False
Jikkyou Powerful Pro Yakyuu Portable,2006,PSP,Sports,Konami Digital Entertainment,,0.0,0.0,0.15,0.0,0.15,False
Infected,2005,PSP,Shooter,THQ,Planet Moon Studios,0.14,0.0,0.0,0.01,0.15,False
Kowloon's Gate,1997,PS,Adventure,Sony Computer Entertainment,,0.0,0.0,0.14,0.01,0.15,False
Sam & Max: Season One,2008,Wii,Adventure,JoWood Productions,,0.13,0.01,0.0,0.01,0.15,False
Jikkyou Powerful Pro Yakyuu 2009,2009,PS2,Sports,Konami Digital Entertainment,,0.0,0.0,0.15,0.0,0.15,False
Petz: Dogz Talent Show,2009,DS,Simulation,Ubisoft,Ubisoft Nagoya,0.14,0.0,0.0,0.01,0.15,False
Yu-Gi-Oh! Nightmare Troubadour (US sales),2005,DS,Action,Konami Digital Entertainment,,0.15,0.0,0.0,0.0,0.15,False
Mad Dash Racing,2001,XB,Racing,Eidos Interactive,Crystal Dynamics,0.11,0.03,0.0,0.01,0.15,False
Trivial Pursuit: Bet You Know It,2011,Wii,Misc,Electronic Arts,Electronic Arts,0.09,0.04,0.0,0.01,0.15,False
Victorious: Hollywood Arts Debut,2011,DS,Misc,D3Publisher,Behaviour Interactive,0.13,0.01,0.0,0.01,0.15,False
NBA ShootOut 2001,2001,PS2,Sports,Sony Computer Entertainment,989 Sports,0.07,0.06,0.0,0.02,0.15,False
Turbo Prop Racing,1997,PS,Racing,Sony Computer Entertainment,,0.08,0.06,0.0,0.01,0.15,False
Saturn Bomberman,1996,SAT,Puzzle,Sega,,0.0,0.0,0.15,0.0,0.15,False
Samurai Warriors: Katana,2007,Wii,Action,Tecmo Koei,"Koei, Omega Force",0.11,0.0,0.04,0.01,0.15,False
J-League Victory Goal,1995,SAT,Sports,Sega,,0.0,0.0,0.15,0.0,0.15,False
LEGO Harry Potter Collection,2016,PS4,Action,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,False
Scripps Spelling Bee,2010,DS,Simulation,THQ,THQ,0.14,0.0,0.0,0.01,0.15,False
Knockout Kings 2003,2002,GC,Sports,Electronic Arts,EA Sports,0.12,0.03,0.0,0.0,0.15,False
Viewtiful Joe: Red Hot Rumble,2005,"GC, PSP",Action,Capcom,Clover Studio,0.12,0.01,0.0,0.01,0.15,True
Paris-Dakar Rally,2001,PS2,Racing,Acclaim Entertainment,Broadsword Interactive,0.08,0.06,0.0,0.02,0.15,False
Kingdom Under Fire: Heroes,2005,XB,Strategy,Deep Silver,Phantagram,0.11,0.03,0.0,0.01,0.15,False
Chessmaster II,1998,PS,Strategy,Mindscape,,0.08,0.06,0.0,0.01,0.15,False
Home Run,,2600,Sports,Atari,,0.14,0.01,0.0,0.0,0.15,False
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013,3DS,Action,Nippon Columbia,,0.0,0.0,0.15,0.0,0.15,False
Kingdom of Paradise,2005,PSP,Role-Playing,Sony Computer Entertainment,Climax Entertainment,0.14,0.0,0.0,0.01,0.15,False
All Japan Pro Wrestling featuring Virtua,1997,SAT,Fighting,Sega,,0.0,0.0,0.15,0.0,0.15,False
Space Station Silicon Valley,1997,N64,Adventure,Take-Two Interactive,,0.12,0.03,0.0,0.0,0.15,False
James Noir's Hollywood Crimes,2011,3DS,Adventure,Ubisoft,Ubisoft,0.07,0.07,0.0,0.01,0.15,False
Ys: The Oath in Felghana,2010,PSP,Role-Playing,Falcom Corporation,Falcom,0.09,0.0,0.04,0.01,0.15,False
Kamen Rider: Battride War Genesis,2016,"PS3, PS4, PSV",Action,Namco Bandai Games,,0.0,0.0,0.15,0.0,0.15,True
Sonny with a Chance,2010,DS,Action,Disney Interactive Studios,Altron,0.12,0.02,0.0,0.01,0.15,False
Zoids: Battle Legends,2003,GC,Action,Tomy Corporation,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,False
Just Sing!,2009,DS,Misc,DTP Entertainment,,0.14,0.0,0.0,0.01,0.15,False
Klax,1989,2600,Puzzle,Atari,,0.14,0.01,0.0,0.0,0.15,False
Little League World Series Baseball 2008,2008,"DS, Wii",Sports,Activision,Black Lantern Studios,0.15,0.0,0.0,0.01,0.15,True
Cake Mania: In The Mix!,2008,Wii,Puzzle,Majesco Entertainment,,0.14,0.0,0.0,0.01,0.15,False
Smash Court Tennis 3,2007,"PSP, X360",Sports,Atari,Bandai Namco Games,0.09,0.03,0.01,0.02,0.15,True
Theatrhythm Dragon Quest,2015,3DS,Misc,Square Enix,,0.0,0.0,0.15,0.0,0.15,False
Arcade Zone,2009,Wii,Misc,Activision,Activision,0.14,0.0,0.0,0.01,0.15,False
Power Pro Kun Pocket 9,2006,DS,Sports,Konami Digital Entertainment,,0.0,0.0,0.15,0.0,0.15,False
Metal Slug 4 & 5,2005,"PS2, XB",Shooter,SNK Playmore,,0.08,0.05,0.0,0.01,0.15,True
Enthusia Professional Racing,2005,PS2,Racing,Konami Digital Entertainment,Konami,0.07,0.06,0.0,0.02,0.15,False
Naruto Shippuden: Legends: Akatsuki Rising,2009,PSP,Fighting,Namco Bandai Games,Racjin,0.14,0.0,0.0,0.01,0.15,False
White Knight Chronicles: Origins,2011,PSP,Role-Playing,Sony Computer Entertainment,,0.0,0.04,0.09,0.02,0.15,False
Elf: The Movie,2004,GBA,Action,Crave Entertainment,Human Soft,0.1,0.04,0.0,0.0,0.15,False
The Fairly Odd Parents: Clash with the Anti-World,2005,GBA,Adventure,THQ,,0.11,0.04,0.0,0.0,0.15,False
The Godfather: Blackhand Edition,2007,Wii,Adventure,Electronic Arts,EA Redwood Shores,0.14,0.0,0.0,0.01,0.15,False
Tamagotchi no Narikiri Channel,2009,DS,Role-Playing,Namco Bandai Games,,0.0,0.0,0.15,0.0,0.15,False
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009,"DS, PC",Adventure,Foreign Media Games,MumboJumbo,0.08,0.06,0.0,0.02,0.15,True
Black * Rock Shooter: The Game,2011,PSP,Role-Playing,Unknown,"Image Epoch, Imageepoch",0.0,0.0,0.15,0.0,0.15,False
Red Faction II,2003,"GC, XB",Shooter,THQ,Cranky Pants Games,0.12,0.04,0.0,0.0,0.15,True
Pressure Cooker,1982,2600,Action,Activision,,0.14,0.01,0.0,0.0,0.15,False
We Sing UK Hits,2011,Wii,Misc,Nordic Games,Le Cortex,0.0,0.13,0.0,0.02,0.15,False
ReCore,2016,XOne,Action,Microsoft Game Studios,"Armature Studio, comcept",0.08,0.05,0.0,0.01,0.15,False
Darkstalkers Chronicle: The Chaos Tower,2004,PSP,Fighting,Capcom,Capcom,0.13,0.0,0.0,0.01,0.15,False
Metal Gear Solid: Peace Walker HD Edition,2011,PS3,Action,Konami Digital Entertainment,"Genki, Kojima Productions",0.0,0.0,0.15,0.0,0.15,False
Mugen Souls,2012,PS3,Role-Playing,Nippon Ichi Software,"Compile Heart, GCREST",0.04,0.02,0.08,0.01,0.15,False
Muppet RaceMania,1999,PS,Racing,Sony Computer Entertainment,,0.09,0.06,0.0,0.01,0.15,False
FIFA 06: Road to FIFA World Cup,2005,X360,Sports,Electronic Arts,EA Canada,0.11,0.02,0.01,0.01,0.15,False
Winning Post 3,1998,PS,Racing,Tecmo Koei,,0.0,0.0,0.14,0.01,0.15,False
Musashi: Samurai Legend,2005,PS2,Role-Playing,Atari,Square Enix,0.07,0.06,0.0,0.02,0.15,False
Winning Post 4,1999,PS,Sports,Tecmo Koei,,0.0,0.0,0.14,0.01,0.15,False
NASCAR 07,2006,"PS2, XB",Racing,Electronic Arts,EA Tiburon,0.09,0.05,0.0,0.01,0.15,True
Dark Rift,1997,N64,Fighting,Vic Tokai,,0.12,0.03,0.0,0.0,0.15,False
Tokyo Xanadu,2015,PSV,Role-Playing,Nihon Falcom Corporation,,0.0,0.0,0.15,0.0,0.15,False
Ridge Racer DS,2004,DS,Racing,Namco Bandai Games,Namco,0.14,0.0,0.0,0.01,0.15,False
Family Party: Fitness Fun,2010,Wii,Sports,D3Publisher,Tamsoft,0.14,0.0,0.0,0.01,0.15,False
Farm Frenzy: Animal Country,2009,DS,Simulation,City Interactive,City Interactive,0.13,0.01,0.0,0.01,0.15,False
Tom Clancy's Ghost Recon,2003,GC,Shooter,Ubisoft,Red Storm Entertainment,0.11,0.03,0.0,0.0,0.15,False
My Baby 3 & Friends,2010,DS,Simulation,Majesco Entertainment,,0.12,0.02,0.0,0.01,0.15,False
Wizardry VII: Gadeia no Houshu,1995,PS,Role-Playing,Sony Computer Entertainment,,0.0,0.0,0.14,0.01,0.15,False
DrumMania,2000,PS2,Simulation,Konami Digital Entertainment,,0.0,0.0,0.15,0.0,0.15,False
The King of Fighters XIV,2016,PS4,Fighting,Deep Silver,SNK Playmore,0.07,0.02,0.04,0.02,0.15,False
We Dance,2011,Wii,Misc,Nordic Games,Nordic Games Publishing,0.0,0.13,0.0,0.02,0.15,False
Deponia,2012,PC,Adventure,Daedalic,Daedalic Entertainment,0.0,0.13,0.0,0.02,0.15,False
The Wizard of Oz: Beyond The Yellow Brick Road,2008,DS,Role-Playing,D3Publisher,Media Vision,0.13,0.0,0.0,0.01,0.15,False
Digimon All-Star Rumble,2014,"PS3, X360",Fighting,Namco Bandai Games,Prope,0.11,0.03,0.0,0.03,0.15,True
Digimon Battle Spirit 2,2003,GBA,Fighting,Namco Bandai Games,Dimps Corporation,0.11,0.04,0.0,0.0,0.15,False
